,0,1
"(35, 20)",0.13845573,0.8038212
"(35, 21)",0.17253713,0.84076697
"(35, 22)",0.1537139,0.8962366
"(35, 23)",0.20017883,0.8322279
"(35, 24)",0.19601552,0.8443874
"(35, 25)",0.16547537,0.81791776
"(35, 26)",0.20511463,0.8474887
"(35, 27)",0.21248627,0.8495123
"(35, 28)",0.12833959,0.85229087
"(35, 29)",0.20219497,0.78032804
"(35, 30)",0.20037462,0.82726616
"(35, 31)",0.18921484,0.8535449
"(35, 32)",0.022460343,1.0176792
"(35, 33)",0.2161528,0.81764746
"(35, 34)",0.27848047,0.69681174
"(35, 35)",0.31040114,0.683981
"(36, 5)",0.49749488,0.52954394
"(36, 6)",0.33678514,0.6699464
"(36, 7)",0.23891222,0.7229847
"(36, 8)",0.49849004,0.5697984
"(36, 9)",0.70488346,0.35975438
"(36, 10)",0.7059349,0.33694792
"(36, 11)",0.8216037,0.25269768
"(36, 12)",0.7744247,0.3363438
"(36, 13)",0.7740999,0.25703338
"(36, 14)",0.9068657,0.1381599
"(36, 15)",0.6243644,0.28470707
"(36, 16)",0.3841037,0.52271277
"(36, 17)",0.19678254,0.7336208
"(36, 18)",0.21473162,0.76597434
"(36, 19)",0.09189389,0.82843
"(36, 20)",0.2108941,0.7880479
"(36, 21)",0.19607955,0.807131
"(36, 22)",0.21541888,0.7861574
"(36, 23)",0.21282607,0.81542784
"(36, 24)",0.1886608,0.7773636
"(36, 25)",0.2164817,0.7952359
"(36, 26)",0.13147825,0.8206006
"(36, 27)",0.1931387,0.78239965
"(36, 28)",0.18342523,0.8494415
"(36, 29)",0.09954655,0.9491056
"(36, 30)",0.16023575,0.8144146
"(36, 31)",0.18438159,0.822514
"(36, 32)",0.21388464,0.8880017
"(36, 33)",0.25941348,0.7474911
"(36, 34)",0.30506718,0.7604723
"(36, 35)",0.351614,0.6315935
"(37, 5)",0.67588586,0.34000352
"(37, 6)",0.4253951,0.55911034
"(37, 7)",0.37000653,0.70251304
"(37, 8)",0.2035869,0.81700236
"(37, 9)",0.51066536,0.53241366
"(37, 10)",0.65006,0.31394073
"(37, 11)",0.7289032,0.36535424
"(37, 12)",0.7092344,0.29584506
"(37, 13)",0.7034108,0.26942572
"(37, 14)",0.78930354,0.20943275
"(37, 15)",0.7549221,0.28611994
"(37, 16)",0.6322287,0.3877303
"(37, 17)",0.27912477,0.70816636
"(37, 18)",0.2393194,0.6870615
"(37, 19)",0.24375354,0.7334007
"(37, 20)",0.17753781,0.84277946
"(37, 21)",0.18850379,0.72814894
"(37, 22)",0.30531517,0.6831524
"(37, 23)",0.16685198,0.8238301
"(37, 24)",0.09059662,0.8737974
"(37, 25)",0.17710768,0.7965786
"(37, 26)",0.10657195,0.8969414
"(37, 27)",0.15952861,0.8309537
"(37, 28)",0.100895986,0.86394227
"(37, 29)",0.10375978,0.8989966
"(37, 30)",0.14013222,0.8894186
"(37, 31)",0.17198569,0.80261993
"(37, 32)",0.17869388,0.8459431
"(37, 33)",0.33034903,0.7369329
"(37, 34)",0.24911866,0.77925014
"(37, 35)",0.29733804,0.6450118
"(38, 5)",0.6614688,0.30297717
"(38, 6)",0.52527785,0.42838275
"(38, 7)",0.46910524,0.54663825
"(38, 8)",0.3367754,0.70192075
"(38, 9)",0.68035805,0.31087872
"(38, 10)",0.6129966,0.39009863
"(38, 11)",0.7164075,0.22368103
"(38, 12)",0.5446097,0.45841953
"(38, 13)",0.90624774,0.15086804
"(38, 14)",0.8233348,0.24545498
"(38, 15)",0.7476081,0.2774894
"(38, 16)",0.7394348,0.25610468
"(38, 17)",0.557678,0.44010183
"(38, 18)",0.44362715,0.5906987
"(38, 19)",0.27764907,0.732292
"(38, 20)",0.28610486,0.7874133
"(38, 21)",0.19560385,0.8015135
"(38, 22)",0.076304995,0.88590264
"(38, 23)",0.19155543,0.883182
"(38, 24)",0.1259974,0.8669642
"(38, 25)",0.1734198,0.8083287
"(38, 26)",0.08061262,0.8847599
"(38, 27)",0.1561933,0.83511555
"(38, 28)",0.17980418,0.7679373
"(38, 29)",0.08808334,0.87642694
"(38, 30)",0.16687456,0.9089166
"(38, 31)",0.16433908,0.83312654
"(38, 32)",0.1997398,0.8201245
"(38, 33)",0.2224531,0.7640129
"(38, 34)",0.31139705,0.6982868
"(38, 35)",0.33905485,0.6022714
"(39, 5)",0.65867674,0.35270014
"(39, 6)",0.65450686,0.33068156
"(39, 7)",0.6279816,0.36625755
"(39, 8)",0.41092655,0.49707067
"(39, 9)",0.4487913,0.5652726
"(39, 10)",0.60085714,0.38331264
"(39, 11)",0.72178733,0.3582868
"(39, 12)",0.8123933,0.22066742
"(39, 13)",0.69731754,0.28756738
"(39, 14)",0.76740897,0.21551523
"(39, 15)",0.7914388,0.26409265
"(39, 16)",0.7977869,0.26857194
"(39, 17)",0.64228827,0.25356063
"(39, 18)",0.5812022,0.43312094
"(39, 19)",0.38052246,0.60540706
"(39, 20)",0.26699156,0.70728624
"(39, 21)",0.2599607,0.6892393
"(39, 22)",0.190353,0.76846665
"(39, 23)",0.12003188,0.86951965
"(39, 24)",0.17627224,0.7845223
"(39, 25)",0.18429443,0.7854963
"(39, 26)",0.08955637,0.8820129
"(39, 27)",0.22656946,0.8192588
"(39, 28)",0.2415691,0.73248667
"(39, 29)",0.2115468,0.8207162
"(39, 30)",0.2117377,0.7579639
"(39, 31)",0.19051646,0.8209039
"(39, 32)",0.18495849,0.7892059
"(39, 33)",0.28683162,0.7747051
"(39, 34)",0.23144165,0.73462546
"(39, 35)",0.34769562,0.60844547
"(40, 5)",0.51946133,0.49541134
"(40, 6)",0.64464015,0.33152595
"(40, 7)",0.6729708,0.27191314
"(40, 8)",0.55730647,0.48270184
"(40, 9)",0.6866591,0.32794124
"(40, 10)",1.1118584,0.010517658
"(40, 11)",0.75592726,0.22981183
"(40, 12)",0.7185205,0.31243432
"(40, 13)",0.7088591,0.3261726
"(40, 14)",0.92431474,0.115936756
"(40, 15)",0.8659677,0.1715025
"(40, 16)",0.78313816,0.20046079
"(40, 17)",0.6642656,0.38526067
"(40, 18)",0.6684162,0.312852
"(40, 19)",0.7732565,0.32643154
"(40, 20)",0.3470895,0.6668354
"(40, 21)",0.21008044,0.7938697
"(40, 22)",0.07707478,0.8984912
"(40, 23)",0.19218855,0.7240304
"(40, 24)",0.14569826,0.7731342
"(40, 25)",0.14466977,0.80458784
"(40, 26)",0.17543656,0.7518007
"(40, 27)",0.09263475,0.87997735
"(40, 28)",0.25778383,0.71189415
"(40, 29)",0.17657818,0.83385915
"(40, 30)",0.18064827,0.8331735
"(40, 31)",0.22545879,0.826633
"(40, 32)",0.20755151,0.818767
"(40, 33)",0.22175872,0.791802
"(40, 34)",0.25748885,0.7306526
"(40, 35)",0.31476963,0.7099076
"(41, 5)",0.3523336,0.7190108
"(41, 6)",0.45196706,0.50697035
"(41, 7)",0.66926485,0.3060438
"(41, 8)",0.6813942,0.2953806
"(41, 9)",0.7218415,0.33679727
"(41, 10)",0.8344841,0.25417364
"(41, 11)",0.7808705,0.25052696
"(41, 12)",0.74176544,0.3081788
"(41, 13)",0.7247066,0.26098767
"(41, 14)",0.7335766,0.2993692
"(41, 15)",0.8421364,0.22916597
"(41, 16)",0.7496537,0.23702645
"(41, 17)",0.71736,0.2677016
"(41, 18)",0.67792845,0.28380224
"(41, 19)",0.61972666,0.34680676
"(41, 20)",0.53583646,0.49164438
"(41, 21)",0.19772962,0.72108364
"(41, 22)",0.23671979,0.7529864
"(41, 23)",0.22933692,0.7370431
"(41, 24)",0.20194285,0.8144358
"(41, 25)",0.16878708,0.83329564
"(41, 26)",0.20833516,0.80729485
"(41, 27)",0.15372613,0.8875623
"(41, 28)",0.12802495,0.88324267
"(41, 29)",0.20988835,0.8515964
"(41, 30)",0.20339486,0.8681891
"(41, 31)",0.2064233,0.82506454
"(41, 32)",0.118875705,0.8252451
"(41, 33)",0.24931143,0.76885504
"(41, 34)",0.2245264,0.8141509
"(41, 35)",0.12477109,0.81558245
"(42, 5)",0.36670125,0.6865327
"(42, 6)",0.4277267,0.6084487
"(42, 7)",0.50391006,0.5067799
"(42, 8)",0.6096681,0.46156034
"(42, 9)",0.85261375,0.19775185
"(42, 10)",0.7929107,0.23737186
"(42, 11)",0.7184194,0.27252978
"(42, 12)",0.69824207,0.27136704
"(42, 13)",1.0677166,0.03195909
"(42, 14)",0.81893486,0.14876859
"(42, 15)",0.76980954,0.23750794
"(42, 16)",0.66541195,0.35023823
"(42, 17)",0.9310292,0.15062869
"(42, 18)",0.74002296,0.27538103
"(42, 19)",0.74337727,0.288894
"(42, 20)",0.5897838,0.38411728
"(42, 21)",0.3932632,0.5682542
"(42, 22)",0.32585657,0.6523647
"(42, 23)",0.31000298,0.7072809
"(42, 24)",0.16708316,0.80483246
"(42, 25)",0.18048541,0.8167105
"(42, 26)",0.17167953,0.7988413
"(42, 27)",0.13538074,0.8133259
"(42, 28)",0.17351238,0.84995085
"(42, 29)",0.20906134,0.80509067
"(42, 30)",0.17030366,0.8620106
"(42, 31)",0.13966236,0.86826706
"(42, 32)",0.1564843,0.77223986
"(42, 33)",0.2307686,0.77753294
"(42, 34)",0.31450185,0.6831991
"(42, 35)",0.3847876,0.6579436
"(43, 5)",0.25972956,0.7540341
"(43, 6)",0.29598793,0.7577954
"(43, 7)",0.40837276,0.6380554
"(43, 8)",0.42801335,0.55050665
"(43, 9)",0.5675649,0.42729166
"(43, 10)",0.6773081,0.3425435
"(43, 11)",0.7060593,0.27872336
"(43, 12)",0.6427067,0.2583926
"(43, 13)",0.8131191,0.16920905
"(43, 14)",0.65893,0.34063917
"(43, 15)",0.73435307,0.40127474
"(43, 16)",0.6882041,0.36078855
"(43, 17)",0.8306794,0.21707106
"(43, 18)",0.6978271,0.2812814
"(43, 19)",0.8376913,0.18359213
"(43, 20)",0.6778045,0.31037614
"(43, 21)",0.60341537,0.37775144
"(43, 22)",0.23097156,0.69217336
"(43, 23)",0.28645593,0.66112566
"(43, 24)",0.22109134,0.7432523
"(43, 25)",0.21896966,0.75749975
"(43, 26)",0.20983882,0.7723148
"(43, 27)",0.17535068,0.81178
"(43, 28)",0.16486625,0.85962635
"(43, 29)",0.06298156,0.889265
"(43, 30)",0.1580318,0.84908116
"(43, 31)",0.19470036,0.77289045
"(43, 32)",0.1399647,0.7450693
"(43, 33)",0.25682428,0.7416319
"(43, 34)",0.28628683,0.74695694
"(43, 35)",0.34615973,0.5804391
"(44, 5)",0.24315971,0.7497646
"(44, 6)",0.28811595,0.7727684
"(44, 7)",0.32158428,0.7178847
"(44, 8)",0.4135537,0.64264077
"(44, 9)",0.33573404,0.7093345
"(44, 10)",0.5048329,0.4270826
"(44, 11)",0.68518984,0.3469825
"(44, 12)",0.7467717,0.24656168
"(44, 13)",0.9656512,0.08324013
"(44, 14)",0.7324935,0.27325293
"(44, 15)",0.7528341,0.34897938
"(44, 16)",0.6780961,0.33788458
"(44, 17)",0.67381585,0.31366378
"(44, 18)",0.7056708,0.27029586
"(44, 19)",0.692161,0.28243053
"(44, 20)",0.6661801,0.29177383
"(44, 21)",0.6459019,0.33440658
"(44, 22)",0.46203828,0.5641191
"(44, 23)",0.41835618,0.58588946
"(44, 24)",0.256859,0.6445406
"(44, 25)",0.22438337,0.72300684
"(44, 26)",0.2097123,0.7751995
"(44, 27)",0.15749589,0.8480452
"(44, 28)",0.21862131,0.79689825
"(44, 29)",0.20350131,0.84170485
"(44, 30)",0.15115343,0.7831023
"(44, 31)",0.14413285,0.8244172
"(44, 32)",0.20092288,0.7956678
"(44, 33)",0.23630188,0.77391976
"(44, 34)",0.2910494,0.7387048
"(44, 35)",0.32694885,0.62507033
"(45, 5)",0.24186574,0.8269731
"(45, 6)",0.25806376,0.76955277
"(45, 7)",0.28281564,0.75357735
"(45, 8)",0.3019715,0.70746046
"(45, 9)",0.38856694,0.65329903
"(45, 10)",0.4584546,0.54221785
"(45, 11)",0.65078306,0.3222944
"(45, 12)",0.6923479,0.30710274
"(45, 13)",0.7664255,0.26898605
"(45, 14)",0.72306323,0.30270106
"(45, 15)",0.6289243,0.31625557
"(45, 16)",0.6631466,0.25574484
"(45, 17)",0.70204496,0.26038337
"(45, 18)",0.6850746,0.3335363
"(45, 19)",0.72016907,0.29494923
"(45, 20)",0.72337675,0.23731571
"(45, 21)",0.6765247,0.3382717
"(45, 22)",0.7390174,0.28646225
"(45, 23)",0.5767046,0.5065022
"(45, 24)",0.4271001,0.61490744
"(45, 25)",0.23587607,0.7138877
"(45, 26)",0.27253193,0.73427373
"(45, 27)",0.23922046,0.7414745
"(45, 28)",0.18941946,0.781022
"(45, 29)",0.10684955,0.81392175
"(45, 30)",0.061835848,0.87260693
"(45, 31)",0.10474164,0.9204894
"(45, 32)",0.16362633,0.7794814
"(45, 33)",0.24215904,0.8125976
"(45, 34)",0.31807998,0.69276863
"(45, 35)",0.33683366,0.6924657
"(46, 5)",0.27111572,0.7458659
"(46, 6)",0.31294733,0.6955382
"(46, 7)",0.2508821,0.76984334
"(46, 8)",0.26407304,0.67987776
"(46, 9)",0.24586695,0.7711999
"(46, 10)",0.3818601,0.6723864
"(46, 11)",0.5856557,0.4238481
"(46, 12)",0.83227944,0.23258583
"(46, 13)",0.73729527,0.31661317
"(46, 14)",0.81527686,0.23641798
"(46, 15)",0.7079873,0.33105198
"(46, 16)",0.6539392,0.35964593
"(46, 17)",0.544899,0.40354794
"(46, 18)",0.65231013,0.3464211
"(46, 19)",0.7324262,0.31006724
"(46, 20)",0.6727662,0.32172483
"(46, 21)",0.74952054,0.28348774
"(46, 22)",0.80918455,0.18932399
"(46, 23)",0.7544759,0.20502847
"(46, 24)",0.6296798,0.37620434
"(46, 25)",0.42906192,0.635627
"(46, 26)",0.3484565,0.63097066
"(46, 27)",0.29501075,0.7803846
"(46, 28)",0.23950177,0.80663127
"(46, 29)",0.19517915,0.80563444
"(46, 30)",0.19448546,0.83832157
"(46, 31)",0.09537148,0.8773258
"(46, 32)",0.1235865,0.82089126
"(46, 33)",0.2875458,0.7132563
"(46, 34)",0.28875425,0.79489756
"(46, 35)",0.2365223,0.69671667
"(47, 5)",0.24463408,0.73359144
"(47, 6)",0.33588734,0.70670325
"(47, 7)",0.2831611,0.7559872
"(47, 8)",0.24677166,0.78673756
"(47, 9)",0.2898325,0.66359067
"(47, 10)",0.29083875,0.80369484
"(47, 11)",0.2621945,0.8082661
"(47, 12)",0.41224506,0.6998111
"(47, 13)",0.60346943,0.37436968
"(47, 14)",0.6022089,0.39979568
"(47, 15)",0.6431697,0.4148216
"(47, 16)",0.7214577,0.21621746
"(47, 17)",0.6839744,0.34626946
"(47, 18)",0.6119264,0.30773413
"(47, 19)",0.79458916,0.25947043
"(47, 20)",0.69538057,0.26424056
"(47, 21)",0.7014603,0.29675895
"(47, 22)",0.6812743,0.2483997
"(47, 23)",0.6142134,0.3808424
"(47, 24)",0.6259032,0.3981221
"(47, 25)",0.5670667,0.4699321
"(47, 26)",0.3537394,0.62991095
"(47, 27)",0.26434982,0.70871353
"(47, 28)",0.18545222,0.82130677
"(47, 29)",0.2187265,0.7400654
"(47, 30)",0.12888183,0.8195142
"(47, 31)",0.23572251,0.7644704
"(47, 32)",0.22427252,0.7462641
"(47, 33)",0.22505696,0.7840132
"(47, 34)",0.3345487,0.7091195
"(47, 35)",0.3217192,0.6326152
"(48, 5)",0.267364,0.7616767
"(48, 6)",0.19146068,0.82166183
"(48, 7)",0.23320742,0.7908706
"(48, 8)",0.20977063,0.79948515
"(48, 9)",0.28354475,0.77150726
"(48, 10)",0.2951379,0.7467954
"(48, 11)",0.29164425,0.7009242
"(48, 12)",0.442404,0.656138
"(48, 13)",0.49825698,0.55420613
"(48, 14)",0.61196697,0.40937763
"(48, 15)",0.5468922,0.5014363
"(48, 16)",0.45467082,0.5428991
"(48, 17)",0.55117905,0.36661145
"(48, 18)",0.40404066,0.5393502
"(48, 19)",0.59886277,0.34206736
"(48, 20)",0.6772715,0.2889145
"(48, 21)",0.64331967,0.2838149
"(48, 22)",0.8060342,0.27616662
"(48, 23)",0.61605453,0.36561242
"(48, 24)",0.69565743,0.2761999
"(48, 25)",0.71166146,0.26414618
"(48, 26)",0.5091445,0.52967316
"(48, 27)",0.27937418,0.65324724
"(48, 28)",0.095517114,0.9023162
"(48, 29)",0.19818768,0.7776329
"(48, 30)",0.16459854,0.7691416
"(48, 31)",0.20368169,0.8073554
"(48, 32)",0.35170308,0.7091538
"(48, 33)",0.115035094,0.9244321
"(48, 34)",0.33786306,0.7269284
"(48, 35)",0.33163825,0.5735579
"(49, 5)",0.26530257,0.7504458
"(49, 6)",0.27071515,0.7454492
"(49, 7)",0.27057517,0.77096224
"(49, 8)",0.2451681,0.73072964
"(49, 9)",0.2158535,0.80079854
"(49, 10)",0.343776,0.79360986
"(49, 11)",0.32010603,0.6867702
"(49, 12)",0.22487892,0.79329175
"(49, 13)",0.3721792,0.72326475
"(49, 14)",0.5842188,0.47701344
"(49, 15)",0.3700645,0.59237045
"(49, 16)",0.2811429,0.72986823
"(49, 17)",0.40986916,0.61066586
"(49, 18)",0.60119444,0.38618425
"(49, 19)",0.74643856,0.2399483
"(49, 20)",0.63880384,0.34985483
"(49, 21)",0.64163965,0.28172937
"(49, 22)",0.63532656,0.3210806
"(49, 23)",0.6838421,0.29840416
"(49, 24)",0.6636117,0.29972303
"(49, 25)",0.6915758,0.2507103
"(49, 26)",0.49959633,0.40419608
"(49, 27)",0.39154348,0.6295121
"(49, 28)",0.008518845,0.923108
"(49, 29)",0.21703543,0.8302368
"(49, 30)",0.24763997,0.7380442
"(49, 31)",0.2573729,0.6724211
"(49, 32)",0.26978424,0.76322424
"(49, 33)",0.29371256,0.74694705
"(49, 34)",0.3476121,0.6519403
"(49, 35)",0.096963055,0.8460782
"(50, 5)",0.2993593,0.73117864
"(50, 6)",0.2602836,0.7357964
"(50, 7)",0.022573465,0.99031955
"(50, 8)",0.24926843,0.786131
"(50, 9)",0.30902734,0.8303091
"(50, 10)",0.2675343,0.72965044
"(50, 11)",0.25882,0.7266016
"(50, 12)",0.15046433,0.868615
"(50, 13)",0.25064057,0.7994457
"(50, 14)",0.44343913,0.563632
"(50, 15)",0.45223662,0.5587286
"(50, 16)",0.42331666,0.5752588
"(50, 17)",0.3419238,0.62118757
"(50, 18)",0.3645829,0.7051854
"(50, 19)",0.5065135,0.47234002
"(50, 20)",0.54414964,0.44009387
"(50, 21)",0.5302329,0.37740692
"(50, 22)",0.66005933,0.3337247
"(50, 23)",0.6488314,0.34426826
"(50, 24)",0.71641773,0.27551296
"(50, 25)",0.7716744,0.19624008
"(50, 26)",0.62818855,0.38177052
"(50, 27)",0.50485563,0.5227466
"(50, 28)",0.21297088,0.7444669
"(50, 29)",0.19885948,0.7881567
"(50, 30)",0.19853564,0.84759676
"(50, 31)",0.37823066,0.64942044
"(50, 32)",0.03703069,0.92873925
"(50, 33)",0.26874465,0.72929543
"(50, 34)",0.34582877,0.6647959
"(50, 35)",0.3954138,0.70607424
